Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1024E;211.6;134.6;38.6;65.7;88.2;202.1;103.1;37.1;191.1;94.3;270.4;239.8;1676.6
0367;27.1;24.9;10.5;51.5;71.1;2.9;13.7;23.4;125.1;17.6;103.4;1.9;473.1
5530E;56.2;44.1;8.7;44.0;30.4;10.0;0.0;0.1;7.2;7.7;40.6;31.3;280.3
5514;57.4;26.6;9.9;35.2;34.3;18.6;0.0;0.2;8.5;10.6;32.6;41.2;275.1
3013;52.6;42.2;3.0;100.6;27.0;84.2;13.8;16.6;55.4;45.4;59.4;15.4;515.6
4642E;26.8;62.0;17.2;21.6;9.6;0.0;0.0;0.0;18.2;8.2;21.8;68.2;253.6
9898;75.2;24.2;0.8;32.8;14.8;58.0;27.8;13.0;35.4;49.0;57.2;24.8;413.0
5270B;71.2;42.8;14.6;51.4;18.2;27.8;0.0;0.0;17.2;15.2;52.8;28.8;340.0
9170;60.3;38.9;9.1;22.8;19.5;69.4;3.6;16.7;30.0;26.7;88.3;49.3;434.6
C249I;7.9;6.8;0.2;0.0;0.1;0.0;0.0;0.0;0.0;0.2;1.3;0.3;16.8
C649I;32.0;7.2;7.1;1.5;0.0;0.0;0.1;0.2;0.3;0.4;6.1;1.8;56.7
C029O;47.6;19.9;3.2;1.4;0.0;0.1;0.0;0.0;0.0;0.0;7.8;0.2;80.2
2661;49.0;88.8;14.3;35.5;21.3;77.6;14.7;2.7;62.6;34.9;7.6;53.8;462.8
1549;65.4;124.0;9.8;21.8;36.0;53.0;0.0;18.2;41.1;60.9;11.0;82.6;523.8
9771C;52.9;19.6;0.9;40.8;11.0;29.4;13.2;12.2;23.6;21.0;56.2;4.1;284.9
1505;141.2;175.8;23.6;91.6;49.6;83.0;14.0;11.8;51.4;105.8;90.0;;
3191E;42.9;65.3;2.5;56.5;37.8;30.7;8.2;34.9;59.0;69.1;17.4;38.0;462.3
3129;52.1;39.7;3.3;72.5;24.0;18.8;4.2;23.6;56.8;80.9;15.1;23.8;414.8
3196;48.1;40.7;7.2;63.3;12.0;25.6;5.3;22.2;40.0;99.1;21.4;25.6;410.5
3200;53.3;40.5;3.1;62.5;9.8;26.6;9.3;29.2;35.4;89.0;16.0;20.3;395.0
3195;70.0;50.0;3.4;98.6;15.5;62.9;7.4;36.1;88.6;133.0;23.8;34.1;623.4
3175;35.1;36.5;2.7;85.5;19.4;58.2;3.7;20.3;42.4;76.7;16.3;22.0;418.8
2462;204.3;171.4;16.6;130.4;68.0;88.8;8.0;67.6;112.0;142.5;105.5;132.6;1247.7
6155A;151.2;13.2;31.4;60.8;42.3;1.6;0.0;0.0;9.3;0.7;5.6;37.2;353.3
6000A;44.8;20.2;45.2;57.6;9.0;3.0;0.0;1.2;50.2;0.8;34.4;5.2;271.6
7178I;45.8;0.0;56.0;58.6;65.4;30.8;1.2;0.4;24.2;27.0;27.2;6.0;342.6
7228;41.5;0.0;76.1;34.7;67.5;23.1;0.7;2.0;28.0;40.1;25.0;2.6;341.3
7031;45.3;0.0;92.0;48.3;66.7;5.6;0.0;0.0;19.4;54.8;63.4;2.1;397.6
9263D;66.3;83.7;11.9;49.2;38.5;97.4;7.2;7.7;48.4;17.9;144.3;159.7;732.2
9262;72.2;;12.8;60.8;39.3;112.4;4.9;14.4;34.5;25.4;158.9;199.7;
1690A;71.0;219.6;4.4;132.2;30.6;110.4;1.0;34.4;51.0;77.8;13.6;94.4;840.4
1484C;261.1;283.4;29.0;148.2;155.0;50.8;37.6;57.6;100.4;193.8;45.6;243.7;1606.2
1495;263.5;336.3;24.2;102.6;147.7;70.2;16.1;30.9;65.8;190.7;34.9;236.6;1519.5
2867;27.0;82.5;3.5;63.7;27.1;33.0;16.5;35.1;45.2;62.0;32.7;27.6;455.9
2870;35.0;83.0;6.6;56.1;16.3;38.9;7.1;7.3;76.9;70.5;28.4;16.6;442.7
C929I;20.1;15.9;6.0;4.7;2.4;0.3;0.3;0.5;0.6;1.7;3.7;9.8;66.0
C430E;97.2;41.4;3.3;16.5;0.0;1.2;0.0;0.0;0.4;0.3;42.2;5.6;208.1
C139E;47.7;15.2;5.8;5.2;1.2;2.4;0.0;0.6;10.7;8.5;118.7;24.1;240.1
C449C;70.1;54.4;14.0;11.6;0.2;0.0;0.0;0.0;0.6;3.6;29.8;10.9;195.2
C447A;97.3;155.0;48.5;63.2;7.8;4.3;5.1;11.0;7.3;12.4;64.9;31.3;508.1
C429I;28.6;7.2;0.0;0.6;1.8;0.3;0.0;0.0;0.0;0.4;12.6;7.7;59.2
2465;44.2;75.8;2.0;99.0;21.0;37.8;7.4;5.2;45.8;55.7;39.6;30.8;464.3
5796;101.1;31.3;17.9;25.2;7.4;17.2;0.0;0.0;34.5;19.8;47.5;65.1;367.0
5783;83.8;45.1;17.5;33.0;9.3;5.8;0.3;0.0;29.9;;29.9;;
2030;82.6;54.0;16.2;70.6;107.0;92.4;6.0;18.2;69.0;37.4;54.2;26.0;633.6
0016A;39.6;11.3;8.9;43.0;10.2;45.4;13.4;22.5;38.0;22.6;109.9;0.0;364.8
9981A;34.6;14.0;7.0;45.0;19.8;69.6;21.6;104.0;119.6;32.2;211.4;2.2;681.0
9381I;39.6;22.0;8.4;91.4;50.4;80.6;14.0;38.8;51.0;27.0;74.8;15.6;513.6
8368U;41.8;12.4;7.6;61.0;79.8;90.2;43.8;88.0;34.4;24.6;20.6;5.2;509.4
3260B;;36.0;2.8;79.4;6.8;7.0;5.2;59.2;73.8;64.4;9.8;;
8416;34.4;19.3;39.9;65.4;26.1;20.4;11.2;51.0;70.1;25.0;84.0;0.5;447.3
8414A;29.9;13.2;45.9;81.5;22.6;20.1;6.4;40.2;110.1;28.1;56.6;1.6;456.2
2422;26.6;69.4;1.6;59.9;19.0;35.6;0.0;3.0;67.4;36.2;48.2;31.8;398.7
2539;21.3;61.7;1.0;79.8;19.9;91.0;0.0;23.1;65.3;33.8;56.5;34.9;488.3
2614;24.8;90.4;3.8;68.2;16.8;61.6;3.0;22.4;81.0;28.0;31.4;40.4;471.8
9390;48.0;26.0;2.4;64.8;70.8;50.0;19.0;15.6;114.4;31.8;91.2;13.4;547.4
9434;37.6;20.8;0.0;41.0;30.8;33.8;3.6;17.4;52.4;20.8;71.2;10.2;339.6
